locator_id,chunk_id,source_id,document_id,clean_document_id,page_start,page_end,anchor,locator_text,qa_status
CHLOC-0125,CH-ACA-A10-DOC-A10-COURSE_ROW-0061,A10,DOC-A10,CLN-A10-TABLE-001,2,2,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 2; table row 37; No 61,PASS
CHLOC-0126,CH-ACA-A10-DOC-A10-COURSE_ROW-0062,A10,DOC-A10,CLN-A10-TABLE-001,2,2,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 2; table row 40; No 62,PASS
CHLOC-0127,CH-ACA-A10-DOC-A10-COURSE_ROW-0063,A10,DOC-A10,CLN-A10-TABLE-001,3,3,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 3; table row 1; No 63,PASS
CHLOC-0128,CH-ACA-A10-DOC-A10-COURSE_ROW-0064,A10,DOC-A10,CLN-A10-TABLE-001,3,3,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 3; table row 2; No 64,PASS
CHLOC-0129,CH-ACA-A10-DOC-A10-COURSE_ROW-0065,A10,DOC-A10,CLN-A10-TABLE-001,3,3,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 3; table row 3; No 65,PASS
CHLOC-0130,CH-ACA-A10-DOC-A10-COURSE_ROW-0066,A10,DOC-A10,CLN-A10-TABLE-001,3,3,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 3; table row 4; No 66,PASS
CHLOC-0131,CH-ACA-A10-DOC-A10-COURSE_ROW-0067,A10,DOC-A10,CLN-A10-TABLE-001,3,3,NOT_APPLICABLE,A10__daftar-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 3; table row 7; No 67,PASS
CHLOC-0132,CH-ACA-A11-DOC-A11-COURSE_NODE-0001,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST001,PASS
CHLOC-0133,CH-ACA-A11-DOC-A11-COURSE_NODE-0002,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST002,PASS
CHLOC-0134,CH-ACA-A11-DOC-A11-COURSE_NODE-0003,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST070,PASS
CHLOC-0135,CH-ACA-A11-DOC-A11-COURSE_NODE-0004,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST137,PASS
CHLOC-0136,CH-ACA-A11-DOC-A11-COURSE_NODE-0005,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST161,PASS
CHLOC-0137,CH-ACA-A11-DOC-A11-COURSE_NODE-0006,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST081,PASS
CHLOC-0138,CH-ACA-A11-DOC-A11-COURSE_NODE-0007,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST068,PASS
CHLOC-0139,CH-ACA-A11-DOC-A11-COURSE_NODE-0008,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST138,PASS
CHLOC-0140,CH-ACA-A11-DOC-A11-COURSE_NODE-0009,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 1; node ST139,PASS
CHLOC-0141,CH-ACA-A11-DOC-A11-COURSE_NODE-0010,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST092,PASS
CHLOC-0142,CH-ACA-A11-DOC-A11-COURSE_NODE-0011,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST029,PASS
CHLOC-0143,CH-ACA-A11-DOC-A11-COURSE_NODE-0012,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST015,PASS
CHLOC-0144,CH-ACA-A11-DOC-A11-COURSE_NODE-0013,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST021,PASS
CHLOC-0145,CH-ACA-A11-DOC-A11-COURSE_NODE-0014,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST406,PASS
CHLOC-0146,CH-ACA-A11-DOC-A11-COURSE_NODE-0015,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST019,PASS
CHLOC-0147,CH-ACA-A11-DOC-A11-COURSE_NODE-0016,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST160,PASS
CHLOC-0148,CH-ACA-A11-DOC-A11-COURSE_NODE-0017,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 2; node ST014,PASS
CHLOC-0149,CH-ACA-A11-DOC-A11-COURSE_NODE-0018,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST046,PASS
CHLOC-0150,CH-ACA-A11-DOC-A11-COURSE_NODE-0019,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST162,PASS
CHLOC-0151,CH-ACA-A11-DOC-A11-COURSE_NODE-0020,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST407,PASS
CHLOC-0152,CH-ACA-A11-DOC-A11-COURSE_NODE-0021,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST008,PASS
CHLOC-0153,CH-ACA-A11-DOC-A11-COURSE_NODE-0022,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST023,PASS
CHLOC-0154,CH-ACA-A11-DOC-A11-COURSE_NODE-0023,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST122,PASS
CHLOC-0155,CH-ACA-A11-DOC-A11-COURSE_NODE-0024,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST151,PASS
CHLOC-0156,CH-ACA-A11-DOC-A11-COURSE_NODE-0025,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST073,PASS
CHLOC-0157,CH-ACA-A11-DOC-A11-COURSE_NODE-0026,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 3; node ST095,PASS
CHLOC-0158,CH-ACA-A11-DOC-A11-COURSE_NODE-0027,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST408,PASS
CHLOC-0159,CH-ACA-A11-DOC-A11-COURSE_NODE-0028,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST409,PASS
CHLOC-0160,CH-ACA-A11-DOC-A11-COURSE_NODE-0029,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST084,PASS
CHLOC-0161,CH-ACA-A11-DOC-A11-COURSE_NODE-0030,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST016,PASS
CHLOC-0162,CH-ACA-A11-DOC-A11-COURSE_NODE-0031,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST410,PASS
CHLOC-0163,CH-ACA-A11-DOC-A11-COURSE_NODE-0032,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST091,PASS
CHLOC-0164,CH-ACA-A11-DOC-A11-COURSE_NODE-0033,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST013,PASS
CHLOC-0165,CH-ACA-A11-DOC-A11-COURSE_NODE-0034,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST175,PASS
CHLOC-0166,CH-ACA-A11-DOC-A11-COURSE_NODE-0035,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST116,PASS
CHLOC-0167,CH-ACA-A11-DOC-A11-COURSE_NODE-0036,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST037,PASS
CHLOC-0168,CH-ACA-A11-DOC-A11-COURSE_NODE-0037,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 4; node ST114,PASS
CHLOC-0169,CH-ACA-A11-DOC-A11-COURSE_NODE-0038,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST411,PASS
CHLOC-0170,CH-ACA-A11-DOC-A11-COURSE_NODE-0039,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST001,PASS
CHLOC-0171,CH-ACA-A11-DOC-A11-COURSE_NODE-0040,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST044,PASS
CHLOC-0172,CH-ACA-A11-DOC-A11-COURSE_NODE-0041,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST120,PASS
CHLOC-0173,CH-ACA-A11-DOC-A11-COURSE_NODE-0042,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST412,PASS
CHLOC-0174,CH-ACA-A11-DOC-A11-COURSE_NODE-0043,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST414,PASS
CHLOC-0175,CH-ACA-A11-DOC-A11-COURSE_NODE-0044,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST154,PASS
CHLOC-0176,CH-ACA-A11-DOC-A11-COURSE_NODE-0045,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST168,PASS
CHLOC-0177,CH-ACA-A11-DOC-A11-COURSE_NODE-0046,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST170,PASS
CHLOC-0178,CH-ACA-A11-DOC-A11-COURSE_NODE-0047,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST127,PASS
CHLOC-0179,CH-ACA-A11-DOC-A11-COURSE_NODE-0048,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST133,PASS
CHLOC-0180,CH-ACA-A11-DOC-A11-COURSE_NODE-0049,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST413,PASS
CHLOC-0181,CH-ACA-A11-DOC-A11-COURSE_NODE-0050,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 5; node ST173,PASS
CHLOC-0182,CH-ACA-A11-DOC-A11-COURSE_NODE-0051,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST090,PASS
CHLOC-0183,CH-ACA-A11-DOC-A11-COURSE_NODE-0052,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST082,PASS
CHLOC-0184,CH-ACA-A11-DOC-A11-COURSE_NODE-0053,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST096,PASS
CHLOC-0185,CH-ACA-A11-DOC-A11-COURSE_NODE-0054,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST108,PASS
CHLOC-0186,CH-ACA-A11-DOC-A11-COURSE_NODE-0055,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST050,PASS
CHLOC-0187,CH-ACA-A11-DOC-A11-COURSE_NODE-0056,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST087,PASS
CHLOC-0188,CH-ACA-A11-DOC-A11-COURSE_NODE-0057,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST415,PASS
CHLOC-0189,CH-ACA-A11-DOC-A11-COURSE_NODE-0058,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST416,PASS
CHLOC-0190,CH-ACA-A11-DOC-A11-COURSE_NODE-0059,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST165,PASS
CHLOC-0191,CH-ACA-A11-DOC-A11-COURSE_NODE-0060,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST417,PASS
CHLOC-0192,CH-ACA-A11-DOC-A11-COURSE_NODE-0061,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 6; node ST418,PASS
CHLOC-0193,CH-ACA-A11-DOC-A11-COURSE_NODE-0062,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 7; node ST419,PASS
CHLOC-0194,CH-ACA-A11-DOC-A11-COURSE_NODE-0063,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 7; node ST150,PASS
CHLOC-0195,CH-ACA-A11-DOC-A11-COURSE_NODE-0064,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 7; node ST420,PASS
CHLOC-0196,CH-ACA-A11-DOC-A11-COURSE_NODE-0065,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 7; node ST421,PASS
CHLOC-0197,CH-ACA-A11-DOC-A11-COURSE_NODE-0066,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 7; node ST422,PASS
CHLOC-0198,CH-ACA-A11-DOC-A11-COURSE_NODE-0067,A11,DOC-A11,CLN-A11-TABLE-001,1,1,NOT_APPLICABLE,A11__bagan-mata-kuliah-informatika__2025__v1__2026-07-24.pdf; PDF page 1; Semester 8; node ST053,PASS
CHLOC-0199,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0001,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 1; No 1,PASS
CHLOC-0200,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0002,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 2; No 2,PASS
CHLOC-0201,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0003,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 3; No 3,PASS
CHLOC-0202,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0004,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 4; No 4,PASS
CHLOC-0203,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0005,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 5; No 5,PASS
CHLOC-0204,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0006,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 6; No 6,PASS
CHLOC-0205,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0007,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 7; No 7,PASS
CHLOC-0206,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0008,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 8; No 8,PASS
CHLOC-0207,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0009,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 9; No 9,PASS
CHLOC-0208,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0010,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 10; No 10,PASS
CHLOC-0209,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0011,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 11; No 11,PASS
CHLOC-0210,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0012,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 12; No 12,PASS
CHLOC-0211,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0013,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 13; No 13,PASS
CHLOC-0212,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0014,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 14; No 14,PASS
CHLOC-0213,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0015,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 15; No 15,PASS
CHLOC-0214,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0016,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 16; No 16,PASS
CHLOC-0215,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0017,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 17; No 17,PASS
CHLOC-0216,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0018,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 18; No 18,PASS
CHLOC-0217,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0019,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 19; No 19,PASS
CHLOC-0218,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0020,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 20; No 20,PASS
CHLOC-0219,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0021,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 21; No 21,PASS
CHLOC-0220,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0022,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 22; No 22,PASS
CHLOC-0221,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0023,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 23; No 23,PASS
CHLOC-0222,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0024,A12,DOC-A12,CLN-A12-TABLE-001,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,A12__penyetaraan-kurikulum-2021-2025__v1__2026-07-24.html; Tabel 1; row_sequence 24; No 24,PASS
