vector_index,vector_id,chunk_id,source_id,document_id,title,retrieval_namespace,lifecycle_status,active_retrieval_allowed,historical_only,ttl_days,live_check_required,freshness_status,chunk_hash,vector_sha256,vector_dimension,vector_dtype,batch_number,indexed_at_wib
226,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0029,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0029,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,7d0fbc34847215935606ea7ab82f2f51f62ec85bad82dacc11048dc1e163d113,016a7cb8820f1c9c328bb8a03745d83c91c6d12d8f42b9fb560bd74ad2c27788,384,float32,8,2026-07-27T12:18:56.001+07:00
227,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0030,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0030,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,39cb4bcaf51749bffbd3d22d34ec30936158b2655d0800cf56dd4737370c4e93,5f71d34e5b4fa55da8806a30e7a86813aa7914683d6523db8a639c1b51cd18ce,384,float32,8,2026-07-27T12:18:56.001+07:00
228,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0031,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0031,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,9fa58173c5c4dc74a0c7726929ea5aaae8345824629d0f62fc747ddf50d333b0,081778dd1d3770de21ce62bd007ff0d1660efec6ab662ce1830c1380705adcf9,384,float32,8,2026-07-27T12:18:56.001+07:00
229,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0032,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0032,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,b3fa1d568199700a880fdb08c88b0d4e98061fd37f8a70e8653f58252e72c3cc,367a4fe3c37b36d040538458888622bf771bc00ed3dc5050499d640d5351b63c,384,float32,8,2026-07-27T12:18:56.001+07:00
230,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0033,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0033,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,1708a9c5e9989b2d6568b2e52be21d387b922cadd7330874107a7e5d658b82f6,ae947b2711b2a51ec11c3a68443e76a106aed64a0d1070292c5d6e90d2ca1881,384,float32,8,2026-07-27T12:18:56.001+07:00
231,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0034,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0034,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,e454060bde09ded6f15cdc48a854ac8d5e97ba68e41914e0b64435d57e5c760d,6e65a6a70ec39d794f63c04ad155ff3c4d38fe392b14c83930cf1f139dba7abd,384,float32,8,2026-07-27T12:18:56.001+07:00
232,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0035,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0035,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,c6775b556d31cf5fe65a4a4511a168e62d8422685e72e7eeea1912afd2feed85,e4df84882dd1402b003ca7e75cda20642b88a3572366b4758be07ff7f594500b,384,float32,8,2026-07-27T12:18:56.001+07:00
233,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0036,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0036,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,e7a89a903def70555a8ea105ffed11760cdf563b8c16cd41bcf2b0c72580c2a5,9ca736e079d73517fe533c332c93ea7082051c62e0a8c540a1b2f462284407e4,384,float32,8,2026-07-27T12:18:56.001+07:00
234,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0037,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0037,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,4120ba2c7c5de91f16738538196a2bb2f1328d564abb2fb376d5102c957e6afa,57b876c2a8095424f31606befc7ad2d215212cca1be9c0a04f4f65b1426ddf20,384,float32,8,2026-07-27T12:18:56.001+07:00
235,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0038,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0038,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,44cbce9f02327718238388972c59fe75b9f72b07b58824434dfb7e4a2e3f6542,c71f95ef62546b9c36a57ea7f35942b740ce5bdd477e44f26a90fbc5b13bf87b,384,float32,8,2026-07-27T12:18:56.001+07:00
236,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0039,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0039,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,70eb83467e0417fbb717c0a3a5db0e71bb99de9210c5dc70db25d932aa6dbad6,af578995adf4eb82ea8a3109aa6449529c66660ca9cc2c82d4432bed9601a972,384,float32,8,2026-07-27T12:18:56.001+07:00
237,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0040,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0040,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,41d62fcd715a1147723cf9240ec790502fb14bed2519c2ed575815a01185a47b,192e854cad582f445b580511620aea20ea98c64b1e26fce6068f0139786e1061,384,float32,8,2026-07-27T12:18:56.001+07:00
238,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0041,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0041,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,97250477ccb6b68ade0dcc4320fe810c4ab9422c2dd4d8629207abb86ba62876,7eb2ba344207bd5b0bba55ff6be76c39973f901a09c0cd6c9cdf557e06bf50d5,384,float32,8,2026-07-27T12:18:56.001+07:00
239,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0042,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0042,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,8b43597639e3de7fb99c8394e8674b79ee0c1e5b0e9c4384ae9e848d346e548b,a469235b11f5bdf9398a4131c5ed8035142ceeb47193026827702c9e15e6c193,384,float32,8,2026-07-27T12:18:56.001+07:00
240,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0043,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0043,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,9db6c4bda82d56a8687a8c1ff8273605fbe6f396cf5e5eaebb11f1113fbc91c3,8ed4dc62109798c80f07b4188e63c817b55186588b86ed3fa33a86c163b0cfe5,384,float32,8,2026-07-27T12:18:56.001+07:00
241,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0044,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0044,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,9d13cca8886ce7606da3a29fc7a0bacd26fdabce3fde82ef5a33e6e69baf1a0e,8e9e10b5ad01f406fd6114b60efd31ae65e30d36720e612cc2a5d0bb88de2667,384,float32,8,2026-07-27T12:18:56.001+07:00
242,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0045,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0045,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,d71ad1ec600b41447e347fa3a5f97bd7ef77f3ee1c54228036768d837fa00914,101d54ad4df06c499e1c4d405bfdd077f930ff5bc40afcc34b4f2498a59e3f81,384,float32,8,2026-07-27T12:18:56.001+07:00
243,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0046,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0046,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,0a17a647c7e41fedd41aea3cc087b9cfd404ac23d500dc7f45e178ae147d092c,cc51e099567e9a4d5aab4dde15b4bf5f60b9e5a3d1c705afcac03ce0cbfbe06f,384,float32,8,2026-07-27T12:18:56.001+07:00
244,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0047,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0047,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,0743ee622ad189afaac86393c07e2e322d6fad1454b36dc3bfbad05530c0a668,3ab0acef454fa8e23e9308514de3608263100e3df7006e8363f0d7c9e198e0dc,384,float32,8,2026-07-27T12:18:56.001+07:00
245,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0048,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0048,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,ca445ce1f7c5bce90a22d131cb3b5d03307646b3d70e3adbdb88a38acb9c7a6d,b960c579782d8effaf54aa309bba026d9a284d13359383eedcd38d58d617b536,384,float32,8,2026-07-27T12:18:56.001+07:00
246,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0049,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0049,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,b3acaa942d9f76d55d12dd18d25beec076d2fc61bbf3b781071dbfab31b547ae,a13d6b8f2630d8d31d91b0e25cf3d4ff80a6b865b7a44d036c02aec6e6a849c1,384,float32,8,2026-07-27T12:18:56.001+07:00
247,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0050,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0050,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,04334bd27c66e414ee162f2d3e2f924f946b5971f3f8c8cd6d52c75c5517bf8e,d69295ca12b4fb599e3e0d5c1c1ea77e88e4d2571ae3b1bc3a619e2dc263237b,384,float32,8,2026-07-27T12:18:56.001+07:00
248,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0051,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0051,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,3daff7e22c8d3074c75783e81fd89ebd6b3a5d3ec3ebe519fe9a4217f2caba38,e1a8d51dd9f1730eaa8be51c5b7602c59140ee0396c32a9ff4fa6b5edafe5cc2,384,float32,8,2026-07-27T12:18:56.001+07:00
249,VEC-E5S-CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0052,CH-ACA-A12-DOC-A12-EQUIVALENCY_ROW-0052,A12,DOC-A12,Tabel Penyetaraan Kurikulum 2021–2025,active_academic,ACTIVE,1,0,30,0,CURRENT,62453c916659a8ec05335d22364c90fde435a78df7e74baf57fca1b71c7f4b5d,303ab9dda537995a21e08ff0ed3adae5f55e76cb05af9baeef55947eae73e16b,384,float32,8,2026-07-27T12:18:56.001+07:00
250,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0001,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0001,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,193bb319f78b7131ad3a02be7caede922ddf1e818144989cd52a570212c1602f,ed21ddb698bc27250e9c04d829139edcca0b465abf1d17c8b997f30cb67620e3,384,float32,8,2026-07-27T12:18:56.001+07:00
251,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0002,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0002,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,058e9fc6de74ecf9cd793ec210bba529138f098fe202cd52e5d253cc0e66bacc,b8ac93e80d9a0d2725a2819a61720c501ec72d48d28935c707e7313f3d0a9260,384,float32,8,2026-07-27T12:18:56.001+07:00
252,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0003,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0003,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,4ba1b21a4a583cd87674c359c23a268c636ca7c9bdafff8b4202d9a1e4789ba0,d97afe863655777b783507dccf70c620fb2420f8bd9280d227e63423b2813590,384,float32,8,2026-07-27T12:18:56.001+07:00
253,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0004,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0004,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,7f856784aa9d39da48bfac35dc346db3704c9a1c8c1a300122d7c8a60e1acac8,4fb90210e9d7053e9317d6740f8b964ee8b384077160d586cc445680cdc6daf5,384,float32,8,2026-07-27T12:18:56.001+07:00
254,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0005,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0005,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,0aef081374fec47b7bdc2f75b8bedd3370ec6aef1c2bb70ba2ec013c60ac4eca,58eaaa01cb92937597615c3f0185cdd86f3663cd854c28c37cb76d5fc0c11da5,384,float32,8,2026-07-27T12:18:56.001+07:00
255,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0006,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0006,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,395bbee3a24fad7fd17077238316243abe08c579b5f190faef87e221b74d4bee,0c48f22f8d579ae0df4e4b62e17ed2b56f850edb65a6e2603c8eb0da730033e0,384,float32,8,2026-07-27T12:18:56.001+07:00
256,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0007,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0007,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,64c4fb5d460c400a9fde3b872609e255eab15d854557100bd6e3656b46383dac,779eb47e9037cff8b3b86d17468782f7e3e449167af4951de5be998eb85faa11,384,float32,9,2026-07-27T12:19:24.278+07:00
257,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0008,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0008,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,2be3d98da6d83b4d92b0e7ff6baa9cb56978504f6d8e74621b0d18acfc59236f,0f1be2f3d1e25d120c2c00018e32725ae7552cdc16720950ae52e622f20dc7e1,384,float32,9,2026-07-27T12:19:24.278+07:00
258,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0009,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0009,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,08b8c3dd05cb8a3913beb6eafda0089ab774e76391679ed3c78c4063f6881aca,03c60b0f70ffcfb9131295d9653bb0a529da9eac97c9b77ab8d3dcfdbacc09dd,384,float32,9,2026-07-27T12:19:24.278+07:00
259,VEC-E5S-CH-DYN-A03-DOC-A03-CURRENT_EVENT-0010,CH-DYN-A03-DOC-A03-CURRENT_EVENT-0010,A03,DOC-A03,Tabel Kalender Akademik 2026/2027,active_dynamic_schedule,ACTIVE_DYNAMIC,1,0,1,1,LIVE_CHECK_REQUIRED,098cbaaf69803e00e61c11672bb6559d0a1de16910caca4eae2c4e08b06a4048,2fc6677d6d45893e59f0f6832995c7fc73c3378d375c493da34f8ad4c1eaef3d,384,float32,9,2026-07-27T12:19:24.278+07:00
260,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0001,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0001,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,394f6c06bdcf82152c7f39791e35d4653e10383bf602951a46312445420df054,db4cc5e07f7ce89d5a7fab890d39f3f2f5046c0f0627ad70712ee6db5ce607dd,384,float32,9,2026-07-27T12:19:24.278+07:00
261,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0002,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0002,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,d0ab37b7b736a97c612a308a9f574e78828d4ed79dd80ab081c41f590d784b58,b25b225afa7a340bdaf61303bffdceda71918b6f7b520e10a7317937d1616292,384,float32,9,2026-07-27T12:19:24.278+07:00
262,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0003,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0003,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,0d8d527ae46c853ef47d9374b83ccb7d50d0c8d28a14b1c515ab6bef851e2203,31a15fc93ec05a5a0888b3567a835940abe95180e7c3403629559abda90caefe,384,float32,9,2026-07-27T12:19:24.278+07:00
263,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0004,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0004,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,3a7f82ed80d873c950814f2dbd82a0ca44c3c8ce9494a2f9121f12d8712cbaf6,0bb3a9fafa2014830088fa248b09ac5f39cf6f0deb7e5388813d122fa3f1e464,384,float32,9,2026-07-27T12:19:24.278+07:00
264,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0005,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0005,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,9ae32857ad238f218b8cbd3c084cfb12fdfacf3d0f4cc51ca2cd218ce77620be,f9a1b4359b5bc1b57c2a96c6954e2d7e41677f1d4c38af5f86a24e786750870f,384,float32,9,2026-07-27T12:19:24.278+07:00
265,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0006,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0006,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,0181598d77076f4ca6710970aec171d0c7b9e515547a79764a6152237b49863a,92e7ef02d64ca481401cf1fa8e5453805cd4c022de49668b36a0f49cb058b54e,384,float32,9,2026-07-27T12:19:24.278+07:00
266,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0007,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0007,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,7076f077c483d9254a3616231b5d7189df3e9c6aed9bdea001f21b0a70036010,4fd06320f821c3175788c1e344908686c4c74013861d1d99976f10e055ed46d9,384,float32,9,2026-07-27T12:19:24.278+07:00
267,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0008,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0008,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,8eb3221243e5c9a9324f1512a0518644aea0d93a9726f970716a889a93fb6956,df0181393c29e77120e6ac55630a899380be576ee2ae008a5062ad6752371cb7,384,float32,9,2026-07-27T12:19:24.278+07:00
268,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0009,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0009,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,133692bf1df18e1e4c1d8b79e8820e7ba82a992062973467d59cce3e7d0741bc,06835b353da7792b6a78e21f49dbcf559c3904c9a82f8fd7341b1f886b7957f4,384,float32,9,2026-07-27T12:19:24.278+07:00
269,VEC-E5S-CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0010,CH-ARC-A04-DOC-A04-ARCHIVE_EVENT-0010,A04,DOC-A04,Kalender Akademik 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,ec295a533035b9b2e03f9ea737667c62b8cb57a7412f915760e6c7b7b880a563,d71d46b3f82ad82d2fa39f54a2522d63fb167eaee0b2fef75f3ce2cd551d55db,384,float32,9,2026-07-27T12:19:24.278+07:00
270,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0001,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0001,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,685b45317dae0f3cd4d293a5d93b91e8c4d715c66ccb55d28ff9305ce08a0958,b42ffa84ec3da0cf3cc4fb331afde403cf90b07e10f8c9110f13df3f00c2000a,384,float32,9,2026-07-27T12:19:24.278+07:00
271,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0002,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0002,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,0997db4ae634d822e306f3a6f4584d01d2e9d3423ed511c5016de3b060d357a9,bc03b90ddc517415ab3f6979c0c884a0a2e8c27e9924f60e72984256972ae146,384,float32,9,2026-07-27T12:19:24.278+07:00
272,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0003,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0003,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,6dfc8fe4df0fc45d88aaf1f6eceb88710b758ca496328d0a04702f0b49478f69,59641368f23c41c8238510bc8cc8a8545c9f4c6015384af75409fd4507c74fce,384,float32,9,2026-07-27T12:19:24.278+07:00
273,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0004,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0004,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,45dc1c8aa5bfdaed1eb18af0558ca6e0b539f9afefd635ff6eb6f9b0b52209d3,e10f21907d5bf5ecc1809ab8fdfe20f8cf4ef7825c10a96bc3cf4fd3a1aaca62,384,float32,9,2026-07-27T12:19:24.278+07:00
274,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0005,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0005,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,c8bc6f93be5cb7a957eb7a85fa970d1d441d9496bf4c4a6e1ace4384d93a6d13,c367efd2086d7c095e7bf6c5956e10ffc19c6639cb9fb5307d736f4337181c38,384,float32,9,2026-07-27T12:19:24.278+07:00
275,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0006,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0006,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,a839afec7631383b0ef6d5d555b213c59ddc416d09782b11cd30725c400849e6,79feb8b4a082ff891a5afefcc04471c61d568b85f38920dc761bc866bf27fc46,384,float32,9,2026-07-27T12:19:24.278+07:00
276,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0007,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0007,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,20f4ab3abb13d14ae0da9b2a67e57223576197fd63174b1be24df8de4e382881,45e5dfee558c42ad9903d25e51200e9140df4bb82e9933dc8d7d85927d926322,384,float32,9,2026-07-27T12:19:24.278+07:00
277,VEC-E5S-CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0008,CH-ARC-A05-DOC-A05-ARCHIVE_EVENT-0008,A05,DOC-A05,Agenda Perkuliahan Semester Genap 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,45ad7c24262b89350475a1cb657bc84b4bf2a9a7c97e792f1403fcaea9aabf6d,d8602e35a38dc344a717308cd9b619e93a8908dfebef69f5aef1ae306f0b8033,384,float32,9,2026-07-27T12:19:24.278+07:00
278,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0001,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0001,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,6db1938527b7e263898a163df1c26eb4bd2c6ba5e1e7949826992b37065084e3,6e4000fc8df93d055d7f408a206cc7528f22a54f4ec86e0bbd5f746f5edcb285,384,float32,9,2026-07-27T12:19:24.278+07:00
