vector_index,vector_id,chunk_id,source_id,document_id,title,retrieval_namespace,lifecycle_status,active_retrieval_allowed,historical_only,ttl_days,live_check_required,freshness_status,chunk_hash,vector_sha256,vector_dimension,vector_dtype,batch_number,indexed_at_wib
279,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0002,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0002,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,80b156255c3c8e026bf244a907d1864172746e4d4a519ee041fb316f2256e6c7,a5c71b75ac832194fa592528f9d4c1da0d8c8abe623f1d56263d058275e3fa25,384,float32,9,2026-07-27T12:19:24.278+07:00
280,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0003,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0003,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,481cd22f01f458d335dd1e15a81f27086e7113415245d535d065acad9661ed85,558e94a8aecada7bf1a55f978052880db48be7d3299fe2d3417def3909b2665b,384,float32,9,2026-07-27T12:19:24.278+07:00
281,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0004,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0004,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,d33cd8e97c2e38aa6d7a6f5fb61010bcc6a09fb21659bfb72d673177ba71f75e,48dd443e76a394b98586f3a6d52abef7ba94be11a9a54fcb1b3711d70af76233,384,float32,9,2026-07-27T12:19:24.278+07:00
282,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0005,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0005,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,dbc15f2b91c6dbc1b454ce048a3ae9669e993a056508dbc140f7e26f49d17c8b,d1ef4f538f35ffd6af6b62b4cb82630df9d95ba5d16fee88ac2021d7f2126e6a,384,float32,9,2026-07-27T12:19:24.278+07:00
283,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0006,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0006,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,53e4fee6c01b9123630aec779a53e6a3d7fdabfe4f261bd8acd0f7e285140f58,707a612d8c2a4985306710bc2835fb4cb10ef153f22d0fee991bfe625cf584a0,384,float32,9,2026-07-27T12:19:24.278+07:00
284,VEC-E5S-CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0007,CH-ARC-D01-DOC-D01-ARCHIVE_EVENT-0007,D01,DOC-D01,Agenda Perkuliahan Semester Ganjil 2025/2026 — ARCHIVE,archive_schedule,ARCHIVE,0,1,NOT_APPLICABLE,0,EXPIRED,cc0edda17bbb3791518d16a6f51bd0fbf7fca41c2b8876adfa6bb6577d7ed89b,053164451e48d6d6a5399fd016eadd274bd61a0864438712bb82136b25f9c064,384,float32,9,2026-07-27T12:19:24.278+07:00
285,VEC-E5S-CH-ADM-B01-DOC-B01-PROCEDURE-0001,CH-ADM-B01-DOC-B01-PROCEDURE-0001,B01,DOC-B01,Surat dan Formulir,active_administration,ACTIVE,1,0,30,1,CURRENT,e520341fafbef93a9108ab72ee967a1913f76841bcec6a6dce69f7957f53f859,022adb181d6ec3fef0ad1bb455f9493763e7e68acec130439356eea689555454,384,float32,9,2026-07-27T12:19:24.278+07:00
286,VEC-E5S-CH-ADM-B01-DOC-B01-PROCEDURE-0002,CH-ADM-B01-DOC-B01-PROCEDURE-0002,B01,DOC-B01,Surat dan Formulir,active_administration,ACTIVE,1,0,30,1,CURRENT,6b945177d0de41614f2795ce953ea7460e5edc75ae715481219a63d313e7d7df,50f86800605d545ff2ec21e105bbbb9df6ee389aa1987ce2eb0b6687bbfec8fb,384,float32,9,2026-07-27T12:19:24.278+07:00
287,VEC-E5S-CH-ADM-B01-DOC-B01-PROCEDURE-0003,CH-ADM-B01-DOC-B01-PROCEDURE-0003,B01,DOC-B01,Surat dan Formulir,active_administration,ACTIVE,1,0,30,1,CURRENT,daaacb1821072a6d3fa0ed5cf13f23e5cf3f56ecc1e3987d31c3926a37fc9235,66cca07ae9b9bc7e00189118348acee158cefd0461b83cb5f1b8fc540aa21b67,384,float32,9,2026-07-27T12:19:24.278+07:00
288,VEC-E5S-CH-SCH-B02-DOC-B02-PROCEDURE-0001,CH-SCH-B02-DOC-B02-PROCEDURE-0001,B02,DOC-B02,Pengisian KRS (Kartu Rencana Studi),active_schedule,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,1b03a36fffb772d2be597499a2e69f9402ccec4b964095c8205e3e97f1104489,692785dfb9b8064cbbd9fab122f8526492c6cdf2ea0d38ca66d41b241a453036,384,float32,10,2026-07-27T12:19:24.284+07:00
289,VEC-E5S-CH-SCH-B02-DOC-B02-PROCEDURE-0002,CH-SCH-B02-DOC-B02-PROCEDURE-0002,B02,DOC-B02,Pengisian KRS (Kartu Rencana Studi),active_schedule,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,5426994287565611a2ec3a53eec5599c701829c6a42a7902cd7e9866ef1b9d53,5c8e7b21ec68c97133f1477a367524b365908b694daa4b1e6714da48b04e907b,384,float32,10,2026-07-27T12:19:24.284+07:00
290,VEC-E5S-CH-SCH-B02-DOC-B02-PROCEDURE-0003,CH-SCH-B02-DOC-B02-PROCEDURE-0003,B02,DOC-B02,Pengisian KRS (Kartu Rencana Studi),active_schedule,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,ba39936e21d88868db4ced8d8ff2e5e578d3227b8291989eff614673c69457c4,2968808da96408d7854045127aab835c39b784eee244078c4f128b8717453d7a,384,float32,10,2026-07-27T12:19:24.284+07:00
291,VEC-E5S-CH-ADM-B03-DOC-B03-PROCEDURE-0001,CH-ADM-B03-DOC-B03-PROCEDURE-0001,B03,DOC-B03,Permohonan Cuti,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,509b23272c226188ed3ce1bb7965826d7ffa09194bbcce58dece5a6f6ca39779,ed4a013daa99e9e5c7a52932163349987d7b65e8b027b4207fb92db05c469219,384,float32,10,2026-07-27T12:19:24.284+07:00
292,VEC-E5S-CH-ADM-B03-DOC-B03-PROCEDURE-0002,CH-ADM-B03-DOC-B03-PROCEDURE-0002,B03,DOC-B03,Permohonan Cuti,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,b654a5e5f3366a2f22319a9dc7b290db9151ba39b9337a6d31cc289ffde54e05,7bf817077ccf422552767235a1cd2a6bb956f9f8cbddfbbaea76de5fc9d92f89,384,float32,10,2026-07-27T12:19:24.284+07:00
293,VEC-E5S-CH-ADM-B03-DOC-B03-PROCEDURE-0003,CH-ADM-B03-DOC-B03-PROCEDURE-0003,B03,DOC-B03,Permohonan Cuti,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,f8fb93cc249be6a286b85b42eca66574ed1c95b9f0d334960c69aa026432f1b6,e603d4e156b6e00db38d44a3f44ce62959ef3aa5d2442c36d1238ca8f3f84b3e,384,float32,10,2026-07-27T12:19:24.284+07:00
294,VEC-E5S-CH-ADM-B04-DOC-B04-PROCEDURE-0001,CH-ADM-B04-DOC-B04-PROCEDURE-0001,B04,DOC-B04,Surat Keterangan Aktif Kuliah,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,41fe742e136d26349858cfa8d5cc28174a05396f92fe2137fcf94455e1433745,9187e195317be978b6ef44da93e3c0c8993f2cdfb286365cf611a32734828548,384,float32,10,2026-07-27T12:19:24.284+07:00
295,VEC-E5S-CH-ADM-B04-DOC-B04-PROCEDURE-0002,CH-ADM-B04-DOC-B04-PROCEDURE-0002,B04,DOC-B04,Surat Keterangan Aktif Kuliah,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,9fa33f186681624493f9d7fffa3e7be053f511df837a16c12556bb7f3c83e5cd,a601d55d1416862314506870809d756b4ec8c7a05b5e13b11b42495f64fdf533,384,float32,10,2026-07-27T12:19:24.284+07:00
296,VEC-E5S-CH-ADM-B04-DOC-B04-PROCEDURE-0003,CH-ADM-B04-DOC-B04-PROCEDURE-0003,B04,DOC-B04,Surat Keterangan Aktif Kuliah,active_administration,ACTIVE,1,0,7,1,LIVE_CHECK_REQUIRED,d08d4bfaebcab9823ecb65fcb1b3ce518f853bc986df086d9c807b21a87aa2c5,281b5afe0b0f6095fb7acaf3ee92b97c8285d887442769bf00343d760a4dc236,384,float32,10,2026-07-27T12:19:24.284+07:00
297,VEC-E5S-CH-ADM-B05-DOC-B05-PROCEDURE-0001,CH-ADM-B05-DOC-B05-PROCEDURE-0001,B05,DOC-B05,Legalisir,active_administration,ACTIVE,1,0,1,1,LIVE_CHECK_REQUIRED,68d283799a0fae53bc31ad74213fe38f61271f3a75edb3d856ba296e6380e573,08fbe80cc3060e560bde59e211c52ead60063d0998700fbe340e988b682c3911,384,float32,10,2026-07-27T12:19:24.284+07:00
298,VEC-E5S-CH-ADM-B05-DOC-B05-PROCEDURE-0002,CH-ADM-B05-DOC-B05-PROCEDURE-0002,B05,DOC-B05,Legalisir,active_administration,ACTIVE,1,0,1,1,LIVE_CHECK_REQUIRED,42d51f49166f05a11e8bf980e0a188b6d899cc3659439671663bc7538a51a00e,a3ad7d2413221f086eee099107e866320737cc4239e06e6497bc8059fa64a5f1,384,float32,10,2026-07-27T12:19:24.284+07:00
299,VEC-E5S-CH-ADM-B05-DOC-B05-PROCEDURE-0003,CH-ADM-B05-DOC-B05-PROCEDURE-0003,B05,DOC-B05,Legalisir,active_administration,ACTIVE,1,0,1,1,LIVE_CHECK_REQUIRED,ad84bc4dca6f6184d89a7bfef2cce71b1c90ebde0802fdf4c7b1d425ef091fc4,d25bef9fc76ecb4000ae855b114e757f443ba61396e1601975a6ad12d93c8fc4,384,float32,10,2026-07-27T12:19:24.284+07:00
300,VEC-E5S-CH-ADM-B06-DOC-B06-PROCEDURE-0001,CH-ADM-B06-DOC-B06-PROCEDURE-0001,B06,DOC-B06,KTM Digital dan KTM Fisik,active_administration,ACTIVE,1,0,30,1,CURRENT,0f12664d42f03fae24993bd3e17e0071056e0bf23fc3b127cc52559bf0d6e1b2,e39b6081c88862c3a88e74f5546c178abe44e8e6a37e01cc9965a1398048883b,384,float32,10,2026-07-27T12:19:24.284+07:00
301,VEC-E5S-CH-ADM-B06-DOC-B06-PROCEDURE-0002,CH-ADM-B06-DOC-B06-PROCEDURE-0002,B06,DOC-B06,KTM Digital dan KTM Fisik,active_administration,ACTIVE,1,0,30,1,CURRENT,3de7b2afdc45b89dc88187d47394be69e1c5d8aa1c4b6eb7c599c12d021ee1da,257d0107f8aa83a5c838cabfea539d2c9382b7354b51bfcdbeafa37f3e12b13e,384,float32,10,2026-07-27T12:19:24.284+07:00
302,VEC-E5S-CH-ADM-B06-DOC-B06-PROCEDURE-0003,CH-ADM-B06-DOC-B06-PROCEDURE-0003,B06,DOC-B06,KTM Digital dan KTM Fisik,active_administration,ACTIVE,1,0,30,1,CURRENT,c0b1473580544a2f3dcfabbd8d7c020996bef7a07746dc48d952fe655be5e315,a845e4491211da1d20e7bb01a4c4c25236533b5f4ad74eaa570b0c301a143ce0,384,float32,10,2026-07-27T12:19:24.284+07:00
303,VEC-E5S-CH-ADM-B07-DOC-B07-PROCEDURE-0001,CH-ADM-B07-DOC-B07-PROCEDURE-0001,B07,DOC-B07,Perubahan Data Mahasiswa di PDDIKTI,active_administration,ACTIVE,1,0,30,1,CURRENT,07ac353f9ec4d3a509ca4351ab0e557ee0a0c6edf15c2585ce0fd8a4b81d484e,37877f35b484cd04543bf5f01a9802bf68f7e3e145f50d9a904a7f775aa2bae8,384,float32,10,2026-07-27T12:19:24.284+07:00
304,VEC-E5S-CH-ADM-B07-DOC-B07-PROCEDURE-0002,CH-ADM-B07-DOC-B07-PROCEDURE-0002,B07,DOC-B07,Perubahan Data Mahasiswa di PDDIKTI,active_administration,ACTIVE,1,0,30,1,CURRENT,dc2672c64f4b3e112d02c0fd01c60da595557988dc7c28b13a02f5dff4293a8b,1e60b2a7e15dc6c4fc010d9eed80719cbd67fa725441afe9eab90a44950e2c00,384,float32,10,2026-07-27T12:19:24.284+07:00
305,VEC-E5S-CH-ADM-B07-DOC-B07-PROCEDURE-0003,CH-ADM-B07-DOC-B07-PROCEDURE-0003,B07,DOC-B07,Perubahan Data Mahasiswa di PDDIKTI,active_administration,ACTIVE,1,0,30,1,CURRENT,a7ecfdad4c3b3efe694f79e13677a9da5aaa767bafa5035b270231e0f5b683ff,0e3906540fb969b031bf025fca38048d0e2e898b42c6bf2e185e8339b65a0992,384,float32,10,2026-07-27T12:19:24.284+07:00
